alpha_country__0,alpha_country__1,alpha_country__2,alpha_country__3,alpha_country__4,alpha_country__5,alpha_country__6,alpha_country__7,alpha_country__8,alpha_country__9,alpha_country__10,alpha_country__11,alpha_country__12,alpha_country__13,alpha_country__14,alpha_country__15,alpha_country__16,alpha_country__17,alpha_country__18,alpha_country__19,alpha_country__20,alpha_country__21,alpha_country__22,alpha_country__23,alpha_country__24,alpha_auction_mech__0,alpha_auction_mech__1,alpha_start_bids__0,alpha_start_bids__1,beta_lots__0,beta_mean_res__0,beta_BPL__0,nu_interval__,sigma_interval__,nu,sigma
0.77655834343,0.356857419243,-0.246104928237,0.592219920268,0.943898383508,-0.40907748138,0.0897454300681,-0.53555244745,-0.143246196444,0.611588049879,-0.0458190540517,-0.335025259678,0.694792522952,0.730869132681,0.264861695212,-0.13031574913,-0.211806169309,0.13707041167,0.54547277483,0.426241324843,-0.739695643961,0.0672482976438,0.827102586361,-0.611395882222,0.373349973676,0.758040376612,0.542384798145,0.291984122568,0.48504288867,-0.146595918721,-0.0740879956498,0.0278543760996,-0.147352093914,-0.140215589513,46.3228486342,0.465003421105
0.688679056494,0.298064301676,-0.0761199058481,0.507758835454,0.913822243567,-0.319584400677,-0.0273823801885,-0.405425494988,-0.079847350391,0.524072053687,0.00567154187856,-0.314497248891,0.73297685438,0.637739099852,0.242148139246,-0.12019680689,-0.085655301658,0.155573239179,0.42490261404,0.379427678046,-0.678120540967,0.105376860762,0.690885957022,-0.625459798307,0.273839979861,0.700520321699,0.580447701493,0.244478894048,0.475113060429,-0.115398305546,-0.0773366453704,0.0444210080012,-0.148416980049,-0.513395223412,46.2963715081,0.374397943795
0.686927936176,0.295424502567,-0.0379738744821,0.515097220761,0.913425428842,-0.297023102906,-0.050400128856,-0.381438162447,-0.082654402384,0.503671992137,0.0043168952322,-0.322953968966,0.729356077837,0.649509101478,0.23732052487,-0.118390779913,-0.0766242218272,0.138700411391,0.413945218293,0.350589866744,-0.657049320878,0.0959252495618,0.653237977494,-0.63072165974,0.290186449628,0.723231450087,0.586430588679,0.235536671462,0.477781865188,-0.116759006816,-0.0782977074833,0.0502222961088,-0.154938416572,-0.605758699756,46.1342698585,0.35302730184
0.679003865507,0.294741175674,-0.032754184492,0.512672953147,0.915208297469,-0.293770724401,-0.0548264330475,-0.382229079764,-0.0838347396796,0.495361203155,0.00222598506757,-0.317370389892,0.729378334015,0.637219721209,0.230045444166,-0.119330314699,-0.0780742655572,0.137328952485,0.405702558669,0.343286728296,-0.63838686475,0.0922200925268,0.646791112189,-0.627799268595,0.285001223793,0.723632343082,0.588604432918,0.223478200124,0.474664385418,-0.109264729936,-0.0676841471916,0.047055658663,-0.149831774016,-0.628415678732,46.2611975732,0.34786986458
0.623355611814,0.28682948138,0.336118103823,0.450758521787,0.887254375865,-0.0847215734769,-0.122467376817,-0.133248156031,-0.0274185961192,0.302017122434,0.00113759163621,-0.204023965044,0.683639859252,0.482213515292,0.208218312796,-0.0177877834779,0.0427832199447,0.0797044352014,0.243900862955,0.324787126347,-0.395674151792,0.0358337648874,0.395630239913,-0.518058797738,0.0696954014459,0.682065964818,0.479899323731,0.246051053663,0.399389279056,-0.0144506037293,-0.0310922057163,0.0410145524443,-0.130535233489,-1.4153956949,46.741245131,0.195384408293
0.506114141686,0.206081409626,0.214963070135,0.469759046742,0.899443917162,-0.010830818516,-0.0530193726142,-0.107282023865,0.0817389065484,0.297766006884,0.0312443439861,-0.10167422459,0.700363095147,0.335025771424,0.262389287591,0.0483729111104,0.0213437712003,0.0430930579789,0.22331891443,0.290187079107,-0.263749528161,0.0511726025842,0.204594193841,-0.444859521601,0.0478535960307,0.679438419996,0.491784185465,0.266787636147,0.340231959042,-0.00993063889191,-0.021541443808,0.0227816948245,-0.11132268672,-1.63455422648,47.219803427,0.163207432632
0.481344860777,0.194593302195,0.257441081329,0.427169205759,0.879711650754,-0.0322646839605,-0.0616882565148,-0.0781379370914,0.123808623513,0.283740303264,0.027395772364,-0.0694839052702,0.693222803685,0.280319129974,0.256380952501,0.0641211932419,0.0679309741655,0.0394871285878,0.204069884274,0.287201701267,-0.214986504179,0.0453051532033,0.114472645336,-0.40588316798,0.0638261761357,0.668959060039,0.487161609596,0.26393084085,0.36034525857,-0.00895243464975,-0.024273668241,0.0221341982804,-0.104194117476,-1.72799249666,47.397501121,0.150844541585
0.467471342216,0.199163970103,0.253751546081,0.422949266348,0.862459496923,-0.0269945308614,-0.0599850539566,-0.0929280151925,0.14206723069,0.302159694017,0.0273799320511,-0.0538440179707,0.691501164482,0.272313612335,0.26753252137,0.0741925734578,0.0571519195736,0.0381924299377,0.187488738614,0.283967966758,-0.191978111698,0.0403857032669,0.0791866248555,-0.389109606584,0.0657656225164,0.667550158879,0.484402155995,0.258017819577,0.367421895692,-0.0165520958353,-0.0181995265403,0.0281211400147,-0.103711728585,-1.76649102896,47.4095283218,0.145979246713
0.461512116118,0.201597665286,0.242962134959,0.433823477294,0.860597841382,-0.023372603787,-0.0649461715709,-0.0846323394455,0.145956158318,0.294285384939,0.0295900069792,-0.0444166033204,0.691754632415,0.269425541571,0.260032409606,0.0732783678129,0.0593945872684,0.039028374874,0.191317225892,0.288001373604,-0.202912746992,0.0460463026808,0.0854618107788,-0.38212189839,0.0628607700034,0.661605774582,0.482813549511,0.269569369601,0.366106150525,-0.0111740697536,-0.0230407388578,0.0221862728015,-0.105604348262,-1.77749435104,47.3623421625,0.144612806805
0.422326431921,0.175948077148,0.257689425535,0.398546742174,0.833856246763,-0.00380682380124,-0.067768483762,-0.0800994824225,0.20448962694,0.268696225966,0.00408133589369,-0.0280892766709,0.696208743733,0.252668345726,0.297105261966,0.0590420663219,0.0571290492716,0.0348025746124,0.177590515884,0.264443722332,-0.161399543737,0.0755772863684,0.0164477902004,-0.274793825467,0.0723530954238,0.645305715733,0.450087946529,0.295056187844,0.361106964578,-0.00712673434659,-0.0253829519138,0.0266284722736,-0.0902883615002,-1.8533554372,47.7443231086,0.135479411385
0.129136305357,0.124192611482,0.228708149058,0.338350119387,0.719550781317,0.0185234422241,-0.0193995738705,-0.047736760203,0.285802371014,0.265508377928,0.0787391766118,0.0705146428303,0.705295329955,0.120299167578,0.301364148905,0.0920852972756,0.0846755789992,0.101871974634,0.16403644422,0.231889369839,-0.0248478895349,0.0898521518248,-0.0679173617632,-0.112451534535,0.0950851612147,0.61776657295,0.467695470017,0.291327856878,0.363482716458,-0.00967984709049,-0.0179002788668,0.0157886500971,-0.0976120649345,-2.08592428908,47.5616341551,0.110472452103
0.122313542028,0.141223227515,0.234320509198,0.334864018766,0.706168469601,0.0199616692665,-0.0291866966463,-0.0461495074395,0.27025418175,0.253356813371,0.101715206809,0.0869468090258,0.680967140652,0.132646783587,0.30382502212,0.0758149008033,0.0869204319921,0.0713234458538,0.159121588612,0.256475861798,-0.0422250257115,0.0926141413861,-0.0399392669857,-0.0986420896098,0.098140758441,0.619640856898,0.460402603126,0.29425962479,0.355380691878,-0.00774169869877,-0.0255929647485,0.0163684559626,-0.10589991597,-2.05266017761,47.3549735906,0.11378386098
0.122313542028,0.141223227515,0.234320509198,0.334864018766,0.706168469601,0.0199616692665,-0.0291866966463,-0.0461495074395,0.27025418175,0.253356813371,0.101715206809,0.0869468090258,0.680967140652,0.132646783587,0.30382502212,0.0758149008033,0.0869204319921,0.0713234458538,0.159121588612,0.256475861798,-0.0422250257115,0.0926141413861,-0.0399392669857,-0.0986420896098,0.098140758441,0.619640856898,0.460402603126,0.29425962479,0.355380691878,-0.00774169869877,-0.0255929647485,0.0163684559626,-0.10589991597,-2.05266017761,47.3549735906,0.11378386098
0.0730568221056,0.130070149593,0.228395974712,0.305121359932,0.637167503284,0.0205476669562,-0.0201539929943,-0.0357085722797,0.222448537034,0.260908529914,0.100885190168,0.1218022282,0.674978385667,0.154829829392,0.266425101026,0.116758616769,0.101492245909,0.068614327247,0.192587834861,0.250901397863,-0.039674884682,0.121952657947,-0.0337393071562,-0.024746900678,0.10840527051,0.584464100643,0.46591859705,0.308526472098,0.377604384391,-0.0149638703815,-0.0253649780469,0.0189083381549,-0.100709928984,-2.0497969642,47.4843776389,0.114072898525
0.0773021226656,0.226664381446,0.198904219607,0.261183849695,0.376315265727,0.046648921153,0.0145693102769,-0.000470486742457,0.174174445629,0.228595732041,0.186743227051,0.182102058811,0.578589309854,0.128676420452,0.234520383481,0.112679459975,0.132690700453,-0.0101782030736,0.180174373933,0.300109902431,0.00585849845462,0.157503636675,-0.0181682053456,0.11388455012,0.152157241053,0.536638712572,0.464469559442,0.32891616119,0.39071642632,-0.0175645859216,-0.0275033619147,0.0137576289389,-0.255684695555,-2.07742298955,43.6424799931,0.111310630838
0.0450583064763,0.189199116373,0.204822484813,0.261282056768,0.196130260575,0.0454763162085,0.00260060567944,-0.0119273060252,0.211926310862,0.242458086923,0.136841095705,0.160918723988,0.618598172934,0.159674141472,0.226377621473,0.0999007157084,0.124811719927,0.0555973362002,0.169258357549,0.231648263942,-0.00426826638351,0.134210074631,-0.018836175144,0.0711872037053,0.144581937155,0.655071792054,0.565142166863,0.221400217593,0.281756568611,-0.0129463889604,-0.0250599712159,0.0112130738791,-0.775305827053,-2.10488482175,31.5332468528,0.108622948186
0.0613187390702,0.238543941513,0.169887931014,0.263366144815,0.379253545162,0.0283815950548,-0.0141235691322,-0.031784400995,0.189690556563,0.209137554813,0.122398275279,0.130074459108,0.58882339896,0.105520740757,0.198744308759,0.0921614143897,0.103077811748,-0.0301909437354,0.156809392237,0.236849303291,-0.0279074599184,0.129806361132,-0.0255756083136,-0.00557832791929,0.110910932457,0.611734541136,0.526820940384,0.286642609662,0.333860194233,-0.0163985735729,-0.0238975003096,0.011651356641,-1.04080565695,-2.14713038677,26.099457178,0.104599682254
0.0204820434753,0.151941439101,0.16191604239,0.228719954401,0.381834331442,0.0204418802277,-0.0145760008332,-0.0388889141891,0.136191919647,0.205642442574,0.122993292107,0.147852018098,0.554311885429,0.100042702473,0.182662690163,0.09582481778,0.106295755563,-0.0117927978423,0.155857257458,0.253352186218,-0.0348519572054,0.140387607344,-0.0485778582618,0.0606517080198,0.133699418264,0.610582916205,0.547894706368,0.289602605521,0.338028376157,-0.0231635980472,-0.0287306562197,0.0108717347359,-1.12973238812,-2.14773452198,24.4210491111,0.104543113317
0.0444772520133,0.157913136042,0.184739498295,0.233432987874,0.381982537622,0.0227009292964,-0.0232629037162,-0.0252719285778,0.178192841942,0.214096794677,0.138878053706,0.129882976589,0.561483977229,0.11916008983,0.213388481707,0.0960886584085,0.10410613465,-0.0184266243731,0.144632975283,0.229469531443,-0.0150920264319,0.112843101053,-0.0374645233452,0.0535138446293,0.118575604546,0.606307078841,0.516173802888,0.299473986719,0.338986511176,-0.0102797953967,-0.0218906528186,0.00580251233922,-1.19936391416,-2.14346544374,23.1588391962,0.104943433398
0.0494342418413,0.162896599013,0.17442214442,0.2390952549,0.39564337441,0.0192706195331,-0.0206906669885,-0.0220040685575,0.181032414648,0.213309961315,0.141820566423,0.128990494539,0.553847751491,0.114881539223,0.209424905383,0.0927302369953,0.0978969386971,-0.0227929201566,0.144941395866,0.236793480474,-0.0262416022896,0.110751213736,-0.0451248923587,0.0664969658216,0.121243761976,0.609224937456,0.516613407026,0.297046594941,0.341273690843,-0.0129495592582,-0.0234154036895,0.00878468665113,-1.20051884808,-2.13817500367,23.1382929172,0.105441405681
0.049607277977,0.145485943689,0.149331649839,0.246899661132,0.189443851195,0.000876107513265,-0.0248032903186,-0.0410514164872,0.150746917618,0.200433911644,0.11900948919,0.115543700929,0.598082072203,0.0878458680387,0.172449103026,0.0795769741397,0.0952735203075,0.0423022694369,0.144323712115,0.234925664179,-0.0440839735851,0.126850387702,-0.0663526609293,-0.0295519366463,0.128909679545,0.590435378257,0.511107612317,0.320489875206,0.361964232704,-0.0176214512764,-0.02812373922,0.00520881128316,-1.58319314644,-2.19515013563,17.0343729886,0.100186854734
0.0209863618755,0.190471115398,0.178022935683,0.232240986682,0.219631900381,-0.000242619826381,-0.0402481736278,-0.045195270309,0.181852701593,0.21651864281,0.0811045308042,0.125301347109,0.599156962848,0.112711548397,0.226950152554,0.10245100529,0.0877406914235,0.0167802414513,0.151211959801,0.218616148766,-0.0483267611555,0.0913853879855,-0.033325997592,0.0596050255702,0.0949943182485,0.618063399157,0.50772900505,0.304792102702,0.348942299004,-0.0121082397085,-0.0232180049031,0.0119370884651,-1.68821940107,-2.21067590425,15.6010149757,0.0987958775519
0.0307669259763,0.158138982613,0.168080724821,0.241209551709,0.262737595676,0.0151608666102,-0.0143415786595,-0.0386993993369,0.168870623615,0.209378048181,0.129314520087,0.0985855036749,0.572202092139,0.105140875665,0.199759697424,0.0898244523689,0.104950782212,0.0230716630935,0.14949973962,0.249732717116,-0.0402681481493,0.133361017343,-0.0545504442383,0.0438793675795,0.127410105902,0.618932261679,0.540945223008,0.279850962819,0.323105712405,-0.0190377175131,-0.0240937527146,0.00383084314751,-1.77204556347,-2.2219524797,14.5288127557,0.0977963972619
0.0342670084034,0.166481244665,0.186682454434,0.257728363403,0.245124368935,0.0272258821539,-0.0256628911392,-0.025719730155,0.179584959314,0.222764788081,0.107858252176,0.121523883667,0.570119880161,0.110369304822,0.191901236743,0.122205706107,0.0984857538944,0.04708763818,0.15959785475,0.243440812452,-0.0500809548692,0.12310610687,-0.026332116688,0.0434360124192,0.121893661339,0.59740267947,0.512493503045,0.300054525423,0.346925803242,-0.0156788300549,-0.0224509571939,0.00463560925293,-1.87696010985,-2.24042563179,13.2738431947,0.0961785359342
0.0342670084034,0.166481244665,0.186682454434,0.257728363403,0.245124368935,0.0272258821539,-0.0256628911392,-0.025719730155,0.179584959314,0.222764788081,0.107858252176,0.121523883667,0.570119880161,0.110369304822,0.191901236743,0.122205706107,0.0984857538944,0.04708763818,0.15959785475,0.243440812452,-0.0500809548692,0.12310610687,-0.026332116688,0.0434360124192,0.121893661339,0.59740267947,0.512493503045,0.300054525423,0.346925803242,-0.0156788300549,-0.0224509571939,0.00463560925293,-1.87696010985,-2.24042563179,13.2738431947,0.0961785359342
0.062226378589,0.129645960259,0.168399403806,0.221356574548,0.257750996118,-0.00171648669609,-0.0543151580494,-0.0608259984994,0.133882683989,0.191080691029,0.136811476152,0.114956479728,0.557186104373,0.0893686434374,0.198439295701,0.0858813176829,0.0770908343973,0.0208169825546,0.136247400408,0.208829662916,-0.0477497252578,0.0861521148816,-0.0575646869744,-0.011000255409,0.095477338986,0.636752327119,0.547103931511,0.290468941869,0.3307372321,-0.0100991421937,-0.0202709901123,0.00707571289769,-2.32852866064,-2.32130779235,8.87876290622,0.0893735662615
0.0477885631494,0.12321799655,0.150097605457,0.23846473282,0.258803906203,-0.00263972085135,-0.0457157625939,-0.0493258744669,0.172540855931,0.205562082398,0.119755904424,0.11466497946,0.569362827402,0.0903980496096,0.18483029612,0.110941979032,0.0905735146808,0.0132378401433,0.146151025635,0.216515651152,-0.0556020843339,0.123188531962,-0.0688440388351,0.0164527042282,0.0911335694522,0.64308055725,0.56329840381,0.276991442829,0.307943583387,-0.0173187333686,-0.0204439355518,0.00888889893792,-2.46421214019,-2.36174916618,7.84054352495,0.0861364058
0.0803611079963,0.108751512963,0.175779332153,0.229767181014,0.28819244228,-0.0103275513819,-0.0543320388182,-0.0582445440472,0.142845577155,0.197850192157,0.117134051389,0.113380036085,0.558402378575,0.0859497921974,0.182267373494,0.103184188138,0.0747454376915,0.0087655039795,0.138752899325,0.225978912994,-0.0552475004342,0.11022227982,-0.0697386312404,0.0181160233232,0.109818575001,0.653197242548,0.564252979961,0.273939312071,0.306274559934,-0.0144243134904,-0.0243338234225,0.00382285853769,-2.53391624082,-2.34081698313,7.35144651829,0.0877984607009
0.00766023631902,0.161472008432,0.125230316846,0.188032089338,0.337942368128,-0.0100702838939,-0.0588243844629,-0.0504564954917,0.103685705665,0.145933966087,0.0983494144895,0.112444206635,0.567295428046,0.0638655147737,0.19102757349,0.130767378742,0.0840847785512,-0.0215238662574,0.122465406903,0.173125801035,-0.0513397191809,0.095630939384,-0.0501917171267,0.00423058546586,0.0745597223907,0.682789621207,0.627156734729,0.243707064692,0.270210895371,-0.0104229643739,-0.0100782996178,0.00597404010162,-3.67747784459,-2.70440874769,2.46630255672,0.0627137066386
0.0707041761966,0.155932725214,0.124796001395,0.173929145766,0.283564585501,-0.00140145578293,-0.054538684292,-0.0441291572561,0.108807573903,0.143258805571,0.110614360179,0.101817161328,0.538380734596,0.0565354451882,0.170265881197,0.147803217668,0.0892786951547,-0.0189269428521,0.116408255987,0.170649735003,-0.0488871618898,0.102746101752,-0.0355442701568,0.0259097153643,0.0819031689034,0.668461988821,0.622275470401,0.256355002365,0.278985528214,-0.00796259407552,-0.00886565544166,0.00226798431835,-3.77971645555,-2.87411242981,2.23196252148,0.0534482155172
0.0554980988035,0.114043363622,0.0639880535541,0.129935854676,0.303550558051,-0.0106648397609,-0.0660075844438,-0.0175671793725,0.0527324689466,0.0959833553183,0.137618157314,0.127543765762,0.557104038106,0.0252023828855,0.111380098051,0.185299999541,0.0810404203634,-0.00183133225156,0.0985495707112,0.115106201597,-0.0619005469095,0.113746375959,-0.0266276307352,0.0173512287587,0.065909346543,0.646328366872,0.642349931846,0.286001975923,0.276442026156,-0.00674625622663,-0.00137860211552,0.000465441706561,-4.40372207905,-3.22311964931,1.20839203896,0.0383048993335
0.0574472340251,0.122287354899,0.0719822190441,0.146389710882,0.300161136275,0.00430817284771,-0.0716153999053,-0.0303404832955,0.0652647620241,0.113577010236,0.107544019656,0.0837153135926,0.574323289907,0.0258258081834,0.132130146582,0.150425220258,0.078919670812,-0.0521753476849,0.102244850167,0.14628502359,-0.0381418368681,0.0924429325587,-0.0441205174139,0.0266646667575,0.0710394045978,0.654688432591,0.638029434898,0.278692224093,0.292092571571,-0.00816657178381,-0.0032929550128,0.000609083538251,-4.24515662202,-3.0674948026,1.41309428555,0.0444681538787
0.0659873153221,0.137290947261,0.0839258428491,0.142919433193,0.297838136808,-0.000367792107998,-0.076853275508,-0.0389781613943,0.0685712950683,0.0960129826154,0.124934589541,0.100961829917,0.575493313751,0.0552426489304,0.114618119271,0.158846000381,0.07733615076,-0.0425568768232,0.0712454820667,0.131679129873,-0.0435307814136,0.0955088887485,-0.0408926653239,0.0414293157092,0.0586511620086,0.651919993673,0.634017697501,0.284610610159,0.281948697184,0.000126988107728,-0.00468658413734,0.00112683256024,-4.22756121597,-3.08843182343,1.43781762552,0.0435869609784
0.0486888710397,0.138913070526,0.0732345213645,0.123529690594,0.312940573443,-0.0193042246288,-0.0601696801305,-0.0348209550174,0.0471740599315,0.106312667489,0.106752577868,0.113348730303,0.589699421173,0.0085360278854,0.120119405563,0.162530865026,0.0869438103835,-0.0370742529921,0.101603605448,0.142891614807,-0.0542743371778,0.109744776664,-0.0393953159189,0.0109348430147,0.0807745897182,0.622726751464,0.616622380148,0.30393721517,0.316049748556,-0.00863433154136,-0.00603583755185,0.00305161311045,-4.22249879739,-3.05325713157,1.44500946904,0.0450770619329
0.0562604743725,0.130911564735,0.0595188584577,0.138334685045,0.30880162482,0.010328489112,-0.0718814903646,-0.022623189698,0.0528272093135,0.0985990622675,0.12981220757,0.130018123862,0.589770892138,0.0389905672641,0.125885091455,0.161398985819,0.0816314875149,-0.0324060371373,0.0787561584974,0.138015066383,-0.030384184737,0.0974198491397,-0.0374865003672,0.0257350241972,0.0627742430271,0.628716041722,0.626189122945,0.302265741758,0.308680035487,-0.00596697206279,-1.04934636207e-05,0.00168912392999,-4.22440016033,-3.06106478106,1.44230418139,0.0447421719104
0.0666696059881,0.131396357819,0.0615963919582,0.134753803232,0.309685165944,0.00476520079788,-0.0736968942662,-0.0227206149305,0.0538748482608,0.0942633013375,0.130102782227,0.129844822228,0.590072778488,0.040391526166,0.129935237872,0.162742545628,0.0817530609078,-0.0283208317473,0.0814868879809,0.136740097311,-0.0274524356255,0.096451521198,-0.043826345851,0.0251526700863,0.0651113490573,0.631052964162,0.627310265578,0.301116045238,0.307855519669,-0.00439067285998,-0.00203462561026,0.00177267577222,-4.22634067773,-3.05412610937,1.43954833009,0.0450396714621
0.0690365495793,0.130319720566,0.0585995990826,0.136538365477,0.305284742979,0.00722978592739,-0.0747081923586,-0.0311788411833,0.0664243512633,0.0902402403914,0.130045640643,0.127108476245,0.589177693239,0.0330777682944,0.12608596829,0.169113393349,0.0893721359986,-0.024676265764,0.0852258675826,0.135050756054,-0.031281155333,0.0999245440158,-0.0462330112508,0.0183856776738,0.0645771018547,0.62982053764,0.628346121499,0.301991269564,0.303190725396,-0.00451487852979,-0.00111395379141,-2.12388430209e-05,-4.21132549018,-3.07586494515,1.4610083298,0.0441138533208
0.0406103886623,0.129010534398,0.0940352212228,0.161266647568,0.283364225067,-0.00572305151242,-0.0791930009418,-0.0371829412956,0.0841970725902,0.120959907276,0.115139898692,0.0980538387868,0.583944765092,0.0272611385088,0.165876344853,0.15382002313,0.0747416772824,-0.111714530216,0.112119211409,0.134497331948,-0.0460952072858,0.0985669452062,-0.0543232219235,0.0093675594409,0.0546811924718,0.628136648413,0.588820495586,0.313684830957,0.309412716781,-0.00680537123069,-0.0032882291686,0.000469805688687,-4.20381864757,-3.06589696746,1.47185512445,0.0445360965103
0.0402464872141,0.111915032752,0.068603282662,0.130649543197,0.325875091517,0.00444098465525,-0.0811140043296,-0.0400357764051,0.0707415462853,0.103645802619,0.124110313205,0.0868662328046,0.5835050158,0.0132028226099,0.104152741164,0.165552015174,0.0805413913138,-0.0496405057303,0.0932507721657,0.129520088775,-0.0387543694071,0.102033552768,-0.0447724609822,0.0120386503745,0.0660851344459,0.627478729327,0.608206500099,0.309615551666,0.308799638664,-0.00665279815599,-0.00630287699205,-0.000955819107902,-4.19423010611,-3.06868812654,1.48582524414,0.044417476219
